指数代码_IdxCd,指数名称_IdxNm,交易日期_TrdDt,收盘价()_ClPr,指数月收益率_IdxMonRet
37,上证医药,2017/2/28,6107.32,0.02
37,上证医药,2017/3/31,6235.14,0.0209
37,上证医药,2017/4/28,6215.41,-0.0032
37,上证医药,2017/5/31,6237.79,0.0036
37,上证医药,2017/6/30,6536.78,0.0479
37,上证医药,2017/7/31,6214.95,-0.0492
37,上证医药,2017/8/31,6322.13,0.0172
37,上证医药,2017/9/29,6479.37,0.0249
37,上证医药,2017/10/31,7017.29,0.083
37,上证医药,2017/11/30,6750.91,-0.038
37,上证医药,2017/12/29,7038.77,0.0426
38,上证金融,2009/1/23,2346.32,
38,上证金融,2009/2/27,2427.71,0.0347
38,上证金融,2009/3/31,2849.9,0.1739
38,上证金融,2009/4/30,2930.01,0.0281
38,上证金融,2009/5/27,3144.08,0.0731
38,上证金融,2009/6/30,3921.19,0.2472
38,上证金融,2009/7/31,4555.68,0.1618
38,上证金融,2009/8/31,3201.82,-0.2972
38,上证金融,2009/9/30,3539.34,0.1054
38,上证金融,2009/10/30,3884.63,0.0976
38,上证金融,2009/11/30,3952.61,0.0175
38,上证金融,2009/12/31,4107.46,0.0392
38,上证金融,2010/1/29,3555.01,-0.1345
38,上证金融,2010/2/26,3627.34,0.0203
38,上证金融,2010/3/31,3845.23,0.0601
38,上证金融,2010/4/30,3449.79,-0.1028
38,上证金融,2010/5/31,3065.19,-0.1115
38,上证金融,2010/6/30,2928.26,-0.0447
38,上证金融,2010/7/30,3199.38,0.0926
38,上证金融,2010/8/31,3031.49,-0.0525
38,上证金融,2010/9/30,2940.75,-0.0299
38,上证金融,2010/10/29,3380.71,0.1496
38,上证金融,2010/11/30,3046.36,-0.0989
38,上证金融,2010/12/31,3007.09,-0.0129
38,上证金融,2011/1/31,2981.02,-0.0087
38,上证金融,2011/2/28,3043.8,0.0211
38,上证金融,2011/3/31,3145.89,0.0335
38,上证金融,2011/4/29,3228.59,0.0263
38,上证金融,2011/5/31,3070.82,-0.0489
38,上证金融,2011/6/30,2982.68,-0.0287
38,上证金融,2011/7/29,2847.22,-0.0454
38,上证金融,2011/8/31,2788.21,-0.0207
38,上证金融,2011/9/30,2563.31,-0.0807
38,上证金融,2011/10/31,2791.7,0.0891
38,上证金融,2011/11/30,2589.71,-0.0724
38,上证金融,2011/12/30,2590.27,0.0002
38,上证金融,2012/1/31,2785.57,0.0754
38,上证金融,2012/2/29,2901.61,0.0417
38,上证金融,2012/3/30,2744.3,-0.0542
38,上证金融,2012/4/27,2934.32,0.0692
38,上证金融,2012/5/31,2895.15,-0.0133
38,上证金融,2012/6/29,2785.11,-0.038
38,上证金融,2012/7/31,2670.96,-0.041
38,上证金融,2012/8/31,2528.53,-0.0533
38,上证金融,2012/9/28,2586.24,0.0228
38,上证金融,2012/10/31,2558.99,-0.0105
38,上证金融,2012/11/30,2510.14,-0.0191
38,上证金融,2012/12/31,3131.03,0.2474
38,上证金融,2013/1/31,3485.4,0.1132
38,上证金融,2013/2/28,3412.99,-0.0208
38,上证金融,2013/3/29,3103.11,-0.0908
38,上证金融,2013/4/26,3096.01,-0.0023
38,上证金融,2013/5/31,3260.74,0.0532
38,上证金融,2013/6/28,2733.29,-0.1618
38,上证金融,2013/7/31,2657.66,-0.0277
38,上证金融,2013/8/30,2816.37,0.0597
38,上证金融,2013/9/30,2934.4,0.0419
38,上证金融,2013/10/31,2900.1,-0.0117
38,上证金融,2013/11/29,2931.07,0.0107
38,上证金融,2013/12/31,2820.49,-0.0377
38,上证金融,2014/1/30,2653.22,-0.0593
38,上证金融,2014/2/28,2603.18,-0.0189
38,上证金融,2014/3/31,2630.13,0.0104
38,上证金融,2014/4/30,2698.5,0.026
38,上证金融,2014/5/30,2686.64,-0.0044
38,上证金融,2014/6/30,2688.54,0.0007
38,上证金融,2014/7/31,2953.16,0.0984
38,上证金融,2014/8/29,2833.65,-0.0405
38,上证金融,2014/9/30,2869.85,0.0128
38,上证金融,2014/10/31,2984.89,0.0401
38,上证金融,2014/11/28,3602,0.2067
38,上证金融,2014/12/31,5132.55,0.4249
38,上证金融,2015/1/30,4595.78,-0.1046
38,上证金融,2015/2/27,4699.94,0.0227
38,上证金融,2015/3/31,5171.47,0.1003
38,上证金融,2015/4/30,5771.49,0.116
38,上证金融,2015/5/29,5419.14,-0.061
38,上证金融,2015/6/30,5260.45,-0.0293
38,上证金融,2015/7/31,4471.93,-0.1499
38,上证金融,2015/8/31,3989.57,-0.1079
38,上证金融,2015/9/30,3945.05,-0.0112
38,上证金融,2015/10/30,4236.25,0.0738
38,上证金融,2015/11/30,4397.25,0.038
38,上证金融,2015/12/31,4634.81,0.054
38,上证金融,2016/1/29,3818.92,-0.176
38,上证金融,2016/2/29,3763.07,-0.0146
38,上证金融,2016/3/31,4162.05,0.106
38,上证金融,2016/4/29,4161.57,-0.0001
38,上证金融,2016/5/31,4214.53,0.0127
38,上证金融,2016/6/30,4125.79,-0.0211
38,上证金融,2016/7/29,4127.18,0.0003
38,上证金融,2016/8/31,4333.42,0.05
38,上证金融,2016/9/30,4246.73,-0.02
38,上证金融,2016/10/31,4300.58,0.0127
38,上证金融,2016/11/30,4504.21,0.0473
38,上证金融,2016/12/30,4273.17,-0.0513
38,上证金融,2017/1/26,4428.44,0.0363
38,上证金融,2017/2/28,4425.67,-0.0006
38,上证金融,2017/3/31,4344.75,-0.0183
38,上证金融,2017/4/28,4294.41,-0.0116
38,上证金融,2017/5/31,4612.12,0.074
38,上证金融,2017/6/30,4753.55,0.0307
38,上证金融,2017/7/31,4967.6,0.045
38,上证金融,2017/8/31,5132.96,0.0333
38,上证金融,2017/9/29,5014.85,-0.023
38,上证金融,2017/10/31,5179.72,0.0329
38,上证金融,2017/11/30,5363.74,0.0355
38,上证金融,2017/12/29,5274.13,-0.0167
39,上证信息,2009/1/23,1362.14,
39,上证信息,2009/2/27,1438.46,0.056
39,上证信息,2009/3/31,1714,0.1915
39,上证信息,2009/4/30,1789.45,0.044
39,上证信息,2009/5/27,1854.79,0.0365
39,上证信息,2009/6/30,1862.4,0.0041
39,上证信息,2009/7/31,2170.22,0.1653
39,上证信息,2009/8/31,1774.01,-0.1826
39,上证信息,2009/9/30,1808.17,0.0193
39,上证信息,2009/10/30,1953.51,0.0804
39,上证信息,2009/11/30,2202.46,0.1274
39,上证信息,2009/12/31,2406.34,0.0926
39,上证信息,2010/1/29,2509.45,0.0428
39,上证信息,2010/2/26,2576.54,0.0267
39,上证信息,2010/3/31,2776.39,0.0776
39,上证信息,2010/4/30,2728.58,-0.0172
39,上证信息,2010/5/31,2470.64,-0.0945
39,上证信息,2010/6/30,2278.16,-0.0779
39,上证信息,2010/7/30,2559.41,0.1235
39,上证信息,2010/8/31,2738.01,0.0698
39,上证信息,2010/9/30,2815.02,0.0281
39,上证信息,2010/10/29,3194.68,0.1349
39,上证信息,2010/11/30,3191.96,-0.0009
39,上证信息,2010/12/31,3061.38,-0.0409
39,上证信息,2011/1/31,2806.63,-0.0832
39,上证信息,2011/2/28,3119.83,0.1116
39,上证信息,2011/3/31,2921.57,-0.0635
39,上证信息,2011/4/29,2710.73,-0.0722
39,上证信息,2011/5/31,2506.48,-0.0753
39,上证信息,2011/6/30,2542.67,0.0144
39,上证信息,2011/7/29,2548.03,0.0021
39,上证信息,2011/8/31,2481.77,-0.026
39,上证信息,2011/9/30,2188.43,-0.1182
39,上证信息,2011/10/31,2231.43,0.0197
39,上证信息,2011/11/30,2163.26,-0.0306
39,上证信息,2011/12/30,1859.83,-0.1403
39,上证信息,2012/1/31,1886.63,0.0144
39,上证信息,2012/2/29,2113.12,0.1201
39,上证信息,2012/3/30,1907.68,-0.0972
39,上证信息,2012/4/27,2044.13,0.0715
39,上证信息,2012/5/31,2062.45,0.009
39,上证信息,2012/6/29,1862.77,-0.0968
39,上证信息,2012/7/31,1656.84,-0.1105
39,上证信息,2012/8/31,1691.34,0.0208
39,上证信息,2012/9/28,1688.29,-0.0018
39,上证信息,2012/10/31,1598.33,-0.0533
39,上证信息,2012/11/30,1409.44,-0.1182
39,上证信息,2012/12/31,1597.55,0.1335
39,上证信息,2013/1/31,1686.69,0.0558
39,上证信息,2013/2/28,1718.45,0.0188
39,上证信息,2013/3/29,1668.26,-0.0292
39,上证信息,2013/4/26,1628.73,-0.0237
39,上证信息,2013/5/31,1980.59,0.216
39,上证信息,2013/6/28,1747.5,-0.1177
39,上证信息,2013/7/31,1983.87,0.1353
39,上证信息,2013/8/30,2139.09,0.0782
39,上证信息,2013/9/30,2396.11,0.1202
39,上证信息,2013/10/31,2250.58,-0.0607
39,上证信息,2013/11/29,2453.51,0.0902
39,上证信息,2013/12/31,2345.09,-0.0442
39,上证信息,2014/1/30,2510.56,0.0706
39,上证信息,2014/2/28,2600.84,0.036
39,上证信息,2014/3/31,2350.04,-0.0964
39,上证信息,2014/4/30,2359.07,0.0038
39,上证信息,2014/5/30,2445.99,0.0368
39,上证信息,2014/6/30,2553.13,0.0438
39,上证信息,2014/7/31,2643.59,0.0354
39,上证信息,2014/8/29,2842.75,0.0753
39,上证信息,2014/9/30,3153,0.1091
39,上证信息,2014/10/31,3108.05,-0.0143
39,上证信息,2014/11/28,3314.46,0.0664
39,上证信息,2014/12/31,3200.74,-0.0343
39,上证信息,2015/1/30,3812.51,0.1911
39,上证信息,2015/2/27,4348.38,0.1406
39,上证信息,2015/3/31,5371.03,0.2352
39,上证信息,2015/4/30,6159.35,0.1468
39,上证信息,2015/5/29,7718.85,0.2532
39,上证信息,2015/6/30,6127.9,-0.2061
39,上证信息,2015/7/31,5099.32,-0.1679
39,上证信息,2015/8/31,4044.22,-0.2069
39,上证信息,2015/9/30,3883.09,-0.0398
39,上证信息,2015/10/30,4752.17,0.2238
39,上证信息,2015/11/30,4982.16,0.0484
39,上证信息,2015/12/31,5120.05,0.0277
39,上证信息,2016/1/29,3669.87,-0.2832
39,上证信息,2016/2/29,3495.62,-0.0475
39,上证信息,2016/3/31,4156.02,0.1889
39,上证信息,2016/4/29,3915.66,-0.0578
39,上证信息,2016/5/31,3945.34,0.0076
39,上证信息,2016/6/30,4104.57,0.0404
39,上证信息,2016/7/29,3995.69,-0.0265
39,上证信息,2016/8/31,4085.65,0.0225
39,上证信息,2016/9/30,3989.89,-0.0234
39,上证信息,2016/10/31,4078.26,0.0221
39,上证信息,2016/11/30,4108.78,0.0075
39,上证信息,2016/12/30,3740.92,-0.0895
39,上证信息,2017/1/26,3653.47,-0.0234
39,上证信息,2017/2/28,3709.64,0.0154
39,上证信息,2017/3/31,3652.28,-0.0155
39,上证信息,2017/4/28,3513.96,-0.0379
39,上证信息,2017/5/31,3261.19,-0.0719
39,上证信息,2017/6/30,3445.89,0.0566
39,上证信息,2017/7/31,3343.33,-0.0298
39,上证信息,2017/8/31,3531.13,0.0562
39,上证信息,2017/9/29,3704.1,0.049
39,上证信息,2017/10/31,3710.31,0.0017
39,上证信息,2017/11/30,3615.11,-0.0257
39,上证信息,2017/12/29,3559.26,-0.0154
40,上证电信,2009/1/23,1538.26,
40,上证电信,2009/2/27,1589.24,0.0331
40,上证电信,2009/3/31,1838.43,0.1568
40,上证电信,2009/4/30,2125.34,0.1561
40,上证电信,2009/5/27,2001.59,-0.0582
40,上证电信,2009/6/30,2169.88,0.0841
40,上证电信,2009/7/31,2562.28,0.1808
40,上证电信,2009/8/31,1971.57,-0.2305
40,上证电信,2009/9/30,2078.36,0.0542
40,上证电信,2009/10/30,2125.99,0.0229
40,上证电信,2009/11/30,2227.95,0.048
40,上证电信,2009/12/31,2458.64,0.1035
40,上证电信,2010/1/29,2457.17,-0.0006
40,上证电信,2010/2/26,2405.64,-0.021
40,上证电信,2010/3/31,2304.18,-0.0422
40,上证电信,2010/4/30,2125.24,-0.0777
40,上证电信,2010/5/31,1847.16,-0.1308
40,上证电信,2010/6/30,1863.65,0.0089
40,上证电信,2010/7/30,2084.02,0.1182
40,上证电信,2010/8/31,2208.49,0.0597
40,上证电信,2010/9/30,2261.26,0.0239
40,上证电信,2010/10/29,2450.17,0.0835
40,上证电信,2010/11/30,2595.33,0.0592
40,上证电信,2010/12/31,2571.45,-0.0092
40,上证电信,2011/1/31,2323.19,-0.0965
40,上证电信,2011/2/28,2607.92,0.1226
40,上证电信,2011/3/31,2412.06,-0.0751
40,上证电信,2011/4/29,2261.17,-0.0626
40,上证电信,2011/5/31,2099.04,-0.0717
40,上证电信,2011/6/30,2098.36,-0.0003
40,上证电信,2011/7/29,2123.89,0.0122
40,上证电信,2011/8/31,2012.47,-0.0525
40,上证电信,2011/9/30,1803.61,-0.1038
40,上证电信,2011/10/31,1892.06,0.049
40,上证电信,2011/11/30,1830.37,-0.0326
40,上证电信,2011/12/30,1573.93,-0.1401
40,上证电信,2012/1/31,1504.14,-0.0443
40,上证电信,2012/2/29,1584.96,0.0537
40,上证电信,2012/3/30,1425.07,-0.1009
40,上证电信,2012/4/27,1511.78,0.0608
40,上证电信,2012/5/31,1474.04,-0.025
40,上证电信,2012/6/29,1312.49,-0.1096
40,上证电信,2012/7/31,1201.03,-0.0849
40,上证电信,2012/8/31,1249.32,0.0402
40,上证电信,2012/9/28,1275.88,0.0213
40,上证电信,2012/10/31,1216.62,-0.0464
40,上证电信,2012/11/30,1040.68,-0.1446
40,上证电信,2012/12/31,1214.52,0.167
40,上证电信,2013/1/31,1308.39,0.0773
40,上证电信,2013/2/28,1347.99,0.0303
40,上证电信,2013/3/29,1393.21,0.0335
40,上证电信,2013/4/26,1469.28,0.0546
40,上证电信,2013/5/31,1673.69,0.1391
40,上证电信,2013/6/28,1478.36,-0.1167
40,上证电信,2013/7/31,1548.47,0.0474
40,上证电信,2013/8/30,1596.08,0.0307
40,上证电信,2013/9/30,1649.65,0.0336
40,上证电信,2013/10/31,1586.79,-0.0381
40,上证电信,2013/11/29,1681.75,0.0598
40,上证电信,2013/12/31,1586.18,-0.0568
40,上证电信,2014/1/30,1656.5,0.0443
40,上证电信,2014/2/28,1789.57,0.0803
40,上证电信,2014/3/31,1699.33,-0.0504
40,上证电信,2014/4/30,1648.39,-0.03
40,上证电信,2014/5/30,1742.26,0.0569
40,上证电信,2014/6/30,1771.44,0.0168
40,上证电信,2014/7/31,1838.51,0.0379
40,上证电信,2014/8/29,1888.14,0.027
40,上证电信,2014/9/30,2144.42,0.1357
40,上证电信,2014/10/31,2121.49,-0.0107
40,上证电信,2014/11/28,2148.6,0.0128
40,上证电信,2014/12/31,2134.69,-0.0065
40,上证电信,2015/1/30,2229.31,0.0443
40,上证电信,2015/2/27,2489.03,0.1165
40,上证电信,2015/3/31,2780.34,0.117
40,上证电信,2015/4/30,3315.52,0.1925
40,上证电信,2015/5/29,4532,0.3669
40,上证电信,2015/6/30,3716.97,-0.1798
40,上证电信,2015/7/31,3120.11,-0.1606
40,上证电信,2015/8/31,2620.03,-0.1603
40,上证电信,2015/9/30,2411.14,-0.0797
40,上证电信,2015/10/30,2953.27,0.2248
40,上证电信,2015/11/30,3123.88,0.0578
40,上证电信,2015/12/31,3329.5,0.0658
40,上证电信,2016/1/29,2240.29,-0.3271
40,上证电信,2016/2/29,2232.39,-0.0035
40,上证电信,2016/3/31,2595.83,0.1628
40,上证电信,2016/4/29,2648.93,0.0205
40,上证电信,2016/5/31,2603.84,-0.017
40,上证电信,2016/6/30,2696.68,0.0357
40,上证电信,2016/7/29,2886.07,0.0702
40,上证电信,2016/8/31,3089.96,0.0706
40,上证电信,2016/9/30,2965.33,-0.0403
40,上证电信,2016/10/31,3074.87,0.0369
40,上证电信,2016/11/30,3272.43,0.0643
40,上证电信,2016/12/30,3075.71,-0.0601
40,上证电信,2017/1/26,3031.62,-0.0143
40,上证电信,2017/2/28,3138.22,0.0352
40,上证电信,2017/3/31,3222.06,0.0267
40,上证电信,2017/4/28,3065.9,-0.0485
40,上证电信,2017/5/31,2938.6,-0.0415
40,上证电信,2017/6/30,3097.41,0.054
40,上证电信,2017/7/31,3079.43,-0.0058
40,上证电信,2017/8/31,3215.01,0.044
40,上证电信,2017/9/29,3589.54,0.1165
40,上证电信,2017/10/31,3551.84,-0.0105
40,上证电信,2017/11/30,3605.95,0.0152
40,上证电信,2017/12/29,3449.33,-0.0434
41,上证公用,2009/1/23,1495.47,
41,上证公用,2009/2/27,1586.48,0.0609
41,上证公用,2009/3/31,1855.83,0.1698
41,上证公用,2009/4/30,1880.28,0.0132
41,上证公用,2009/5/27,1969.57,0.0475
41,上证公用,2009/6/30,2012.99,0.022
41,上证公用,2009/7/31,2361.96,0.1734
41,上证公用,2009/8/31,1852.68,-0.2156
41,上证公用,2009/9/30,1855.54,0.0015
41,上证公用,2009/10/30,2020.54,0.0889
41,上证公用,2009/11/30,2143.61,0.0609
41,上证公用,2009/12/31,2091.3,-0.0244
41,上证公用,2010/1/29,1966.32,-0.0598
41,上证公用,2010/2/26,2045.31,0.0402
41,上证公用,2010/3/31,2061.8,0.0081
41,上证公用,2010/4/30,1953.54,-0.0525
41,上证公用,2010/5/31,1742.98,-0.1078
41,上证公用,2010/6/30,1637.68,-0.0604
41,上证公用,2010/7/30,1769.32,0.0804
41,上证公用,2010/8/31,1757.34,-0.0068
41,上证公用,2010/9/30,1768.3,0.0062
41,上证公用,2010/10/29,1893.56,0.0708
41,上证公用,2010/11/30,1783.77,-0.058
41,上证公用,2010/12/31,1739.46,-0.0248
41,上证公用,2011/1/31,1731,-0.0049
41,上证公用,2011/2/28,1795.69,0.0374
41,上证公用,2011/3/31,1798.87,0.0018
41,上证公用,2011/4/29,1866.91,0.0378
41,上证公用,2011/5/31,1723.85,-0.0766
41,上证公用,2011/6/30,1671.99,-0.0301
41,上证公用,2011/7/29,1615.08,-0.034
41,上证公用,2011/8/31,1520.03,-0.0589
41,上证公用,2011/9/30,1390.38,-0.0853
41,上证公用,2011/10/31,1494.96,0.0752
41,上证公用,2011/11/30,1489.47,-0.0037
41,上证公用,2011/12/30,1440.88,-0.0326
41,上证公用,2012/1/31,1454.66,0.0096
41,上证公用,2012/2/29,1518.36,0.0438
41,上证公用,2012/3/30,1415.64,-0.0676
41,上证公用,2012/4/27,1481.13,0.0463
41,上证公用,2012/5/31,1495.5,0.0097
41,上证公用,2012/6/29,1517.89,0.015
41,上证公用,2012/7/31,1439.49,-0.0516
41,上证公用,2012/8/31,1401.05,-0.0267
41,上证公用,2012/9/28,1369.63,-0.0224
41,上证公用,2012/10/31,1381.36,0.0086
41,上证公用,2012/11/30,1349.31,-0.0232
41,上证公用,2012/12/31,1490.1,0.1043
41,上证公用,2013/1/31,1551.71,0.0413
41,上证公用,2013/2/28,1564.95,0.0085
41,上证公用,2013/3/29,1618.53,0.0342
41,上证公用,2013/4/26,1541.38,-0.0477
41,上证公用,2013/5/31,1647.76,0.069
41,上证公用,2013/6/28,1423.39,-0.1362
41,上证公用,2013/7/31,1421.47,-0.0014
41,上证公用,2013/8/30,1464.77,0.0305
41,上证公用,2013/9/30,1482.61,0.0122
41,上证公用,2013/10/31,1550.74,0.046
41,上证公用,2013/11/29,1547.07,-0.0024
41,上证公用,2013/12/31,1472.7,-0.0481
41,上证公用,2014/1/30,1431.11,-0.0282
41,上证公用,2014/2/28,1453.28,0.0155
41,上证公用,2014/3/31,1439.51,-0.0095
41,上证公用,2014/4/30,1443.94,0.0031
41,上证公用,2014/5/30,1466.04,0.0153
41,上证公用,2014/6/30,1460.03,-0.0041
41,上证公用,2014/7/31,1550.81,0.0622
41,上证公用,2014/8/29,1623.91,0.0471
41,上证公用,2014/9/30,1808.52,0.1137
41,上证公用,2014/10/31,1870.18,0.0341
41,上证公用,2014/11/28,1973.15,0.0551
41,上证公用,2014/12/31,2548.91,0.2918
41,上证公用,2015/1/30,2435.43,-0.0445
41,上证公用,2015/2/27,2457.05,0.0089
41,上证公用,2015/3/31,2734.57,0.113
41,上证公用,2015/4/30,3426.71,0.2531
41,上证公用,2015/5/29,3644.58,0.0636
41,上证公用,2015/6/30,3737.53,0.0255
41,上证公用,2015/7/31,3107.75,-0.1685
41,上证公用,2015/8/31,2863,-0.0788
41,上证公用,2015/9/30,2564.85,-0.1041
41,上证公用,2015/10/30,2776.89,0.0827
41,上证公用,2015/11/30,2723.39,-0.0193
41,上证公用,2015/12/31,2707.9,-0.0057
41,上证公用,2016/1/29,2059.04,-0.2396
41,上证公用,2016/2/29,2020.34,-0.0188
41,上证公用,2016/3/31,2226.04,0.1018
41,上证公用,2016/4/29,2146.58,-0.0357
41,上证公用,2016/5/31,2112.64,-0.0158
41,上证公用,2016/6/30,2093.3,-0.0092
41,上证公用,2016/7/29,2149.85,0.027
41,上证公用,2016/8/31,2191.08,0.0192
41,上证公用,2016/9/30,2130.1,-0.0278
41,上证公用,2016/10/31,2187.59,0.027
41,上证公用,2016/11/30,2270.26,0.0378
41,上证公用,2016/12/30,2152.88,-0.0517
41,上证公用,2017/1/26,2178.08,0.0117
41,上证公用,2017/2/28,2238.23,0.0276
41,上证公用,2017/3/31,2231.15,-0.0032
41,上证公用,2017/4/28,2286.03,0.0246
41,上证公用,2017/5/31,2264.14,-0.0096
41,上证公用,2017/6/30,2279.06,0.0066
41,上证公用,2017/7/31,2253.92,-0.011
41,上证公用,2017/8/31,2232.34,-0.0096
41,上证公用,2017/9/29,2180.07,-0.0234
41,上证公用,2017/10/31,2192.22,0.0056
41,上证公用,2017/11/30,2140.03,-0.0238
41,上证公用,2017/12/29,2087.28,-0.0246
